,block_soc_mc_1,block_soc_mc_2,block_soc_mc_3,block_soc_mc_4,block_soc_mc_5,block_soc_mc_6,block_soc_mc_7,block_soc_mc_8,block_soc_mc_9,block_soc_mc_10,block_soc_mc_11,block_soc_mc_12,block_soc_mc_13,block_soc_mc_14,block_soc_mc_15,block_soc_mc_16,block_soc_mc_17,block_soc_mc_18,block_soc_mc_19,block_soc_mc_20,block_soc_mc_21,block_soc_mc_22,block_soc_mc_23,block_soc_mc_24,block_soc_mc_25,block_soc_mc_26,block_soc_mc_27,block_soc_mc_28,block_soc_mc_29,block_soc_mc_30,block_soc_mc_31,block_soc_mc_32,block_soc_mc_33,block_soc_mc_34,block_soc_mc_35,block_soc_mc_36
Episode 76,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516,4208.230121755516
Episode 77,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525,1482.124284531525
Episode 78,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192,78.62244754602192
Episode 79,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857,641.1099210566857
Episode 80,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452,1318.2378625263452
Episode 81,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107,986.2916124619107
Episode 82,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542,868.037823220542
Episode 83,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532,4846.267129089532
Episode 84,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864,1488.526770650864
Episode 85,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157,1432.3762688104157
Episode 86,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959,5448.675888084959
Episode 87,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824,2225.5888876792824
Episode 88,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186,2547.5094004843186
Episode 89,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171,432.8204296859171
Episode 90,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831,1000.7242206470831
Episode 91,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481,7005.471771662481
Episode 92,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432,1298.4616056881432
Episode 93,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604,4462.995995973604
Episode 94,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764,4584.631958059764
Episode 95,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136,2993.235999071136
Episode 96,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691,691.7614448395691
Episode 97,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649,1154.9791851406649
Episode 98,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134,3678.7015067563134
Episode 99,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166,2881.4526608197166
Episode 100,236.62277572190564,236.62277572190564,236.62277572190564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 101,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453,248.55253259093453
Episode 102,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227,789.937252082227
Episode 103,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428,10769.428777557428
Episode 104,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332,529.2128056542332
Episode 105,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005,338.748986523005
Episode 106,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491,3673.753334352491
Episode 107,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589,233.74195994589
Episode 108,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199,1370.036310946199
Episode 109,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864,1009.168019130864
Episode 110,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253,419.0345352028253
Episode 111,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928,1871.580832415928
Episode 112,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186,2630.3532638763186
Episode 113,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054,1320.0683105699054
Episode 114,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095,1734.209185285095
Episode 115,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984,878.0650843629984
Episode 116,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068,253.58882760505068
Episode 117,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108,2871.233428867108
Episode 118,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532,1520.3565528088532
Episode 119,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202,828.8506053004202
Episode 120,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727,1084.00931659727
