,block_ch_mc_1,block_ch_mc_2,block_ch_mc_3,block_ch_mc_4,block_ch_mc_5,block_ch_mc_6,block_ch_mc_7,block_ch_mc_8,block_ch_mc_9,block_ch_mc_10,block_ch_mc_11,block_ch_mc_12,block_ch_mc_13,block_ch_mc_14,block_ch_mc_15,block_ch_mc_16,block_ch_mc_17,block_ch_mc_18,block_ch_mc_19,block_ch_mc_20,block_ch_mc_21,block_ch_mc_22,block_ch_mc_23,block_ch_mc_24,block_ch_mc_25,block_ch_mc_26,block_ch_mc_27,block_ch_mc_28,block_ch_mc_29,block_ch_mc_30,block_ch_mc_31,block_ch_mc_32,block_ch_mc_33,block_ch_mc_34,block_ch_mc_35,block_ch_mc_36
Episode 70,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088,2038.3640068681088
Episode 71,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613,3089.4991434329613
Episode 72,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162,782.4382991587162
Episode 73,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651,752.7189863887651
Episode 74,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472,746.4947798148472
Episode 75,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258,1139.9427537860258
Episode 76,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146,3073.17192754146
Episode 77,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351,775.3798548835351
Episode 78,9.731855431014315,9.711789749713253,9.691724068412194,9.67918301759903,9.657863231216652,9.636543444834276,9.619487615728374,8.959995556966854,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.816551660896708,8.869031135068713,8.816551660896708,8.755325607696037,8.682967544822516
Episode 79,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945,1636.6243765905945
Episode 80,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153,1163.6893445081153
Episode 81,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498,692.4596173311498
Episode 82,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371,785.4513626987371
Episode 83,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407,1955.2329571819407
Episode 84,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436,701.4292379965436
Episode 85,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916,1619.9544152539916
Episode 86,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698,6162.435563475698
Episode 87,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804,1225.0181722689804
Episode 88,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598,1780.1177076264598
Episode 89,8.120962595100638,8.111524492911085,8.093696966553038,8.07586944019499,8.062795920865758,8.043779892750507,7.492315077408275,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.372367823142855,7.416250964947276,7.372367823142855,7.32117082437103,7.260665280367963,7.188058627564283
Episode 90,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996,982.9045426438996
Episode 91,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321,5573.33402505321
Episode 92,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502,1163.333851278502
Episode 93,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381,4608.630046494381
Episode 94,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186,2308.28021506186
Episode 95,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644,2602.8698262215644
Episode 96,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505,1241.587985820505
Episode 97,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294,716.2978037419294
Episode 98,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219,1702.352348544219
Episode 99,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912,3212.294033542912
Episode 100,6.61494595394698,6.570149342451163,6.528552488919332,6.48982438390694,6.45367815256204,6.419863936142615,6.219243188138159,6.24549498635036,6.273496904443374,6.303429989301424,6.335501151649336,6.369947955652648,6.46197223907741,6.447108796620064,6.4310067339579415,6.413504491933892,6.394411136998568,6.373499367307498,6.350496420647321,6.325072111180809,6.296822878440241,6.2652502065537234,6.229730950681391,6.189475794026083,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783,6.090386177643783
Episode 101,9.189990363998565,9.169792582978786,9.156327395632267,9.13478309587784,9.11323879612341,9.094772253476757,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.352559289409344,8.402276904227257,8.352559289409344,8.294555405455114,8.22600536078193,8.143745307174111,8.043205241653444
Episode 102,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651,1237.8951739521651
Episode 103,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028,8519.876598357028
Episode 104,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004,672.1267588565004
Episode 105,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946,800.6951838303946
Episode 106,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148,1811.3682273810148
Episode 107,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976,956.0343211110976
Episode 108,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832,692.4386897138832
Episode 109,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982,1004.48123701982
Episode 110,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424,851.3225686894424
Episode 111,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943,1259.5919663128943
Episode 112,47.153370114806826,47.042681452565496,46.93199279032417,46.84502312713455,46.726428131875984,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,46.48923814135885,43.16857827411893,42.91314289971586,42.61513496291227,42.26294376487168,41.84031432722296,41.32376723676342,40.678083373689
Episode 113,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245,1145.002130830245
